CustomerKey,GeographyKey,CustomerALTERNATEkEY,FullName,Gender,City,Sales TerritoryKey
16269,163,AW00016269,Tara Nath,Female,Berlin,8
16270,126,AW00016270,Jerome Hernandez,Male,Berlin,8
16271,138,AW00016271,Michele Gutierrez,Female,Berlin,8
16272,260,AW00016272,Raul Deng,Male,Milton Keynes,10
16273,220,AW00016273,Marie Martinez,Female,Bobigny,7
16274,115,AW00016274,Ross Diaz,Male,Eilenburg,8
16275,272,AW00016275,Deborah McDonald,Female,Warrington,10
16276,154,AW00016276,Brandi Carlson,Female,Bonn,8
16277,274,AW00016277,Christy Luo,Female,West Sussex,10
16278,120,AW00016278,Angel Turner,Male,Hof,8
16279,117,AW00016279,Victoria Patterson,Female,Erlangen,8
16280,170,AW00016280,Glenn Ma,Male,Münster,8
16281,198,AW00016281,Gilbert Luo,Male,Paris,7
16282,254,AW00016282,Kristine Suarez,Female,London,10
16283,202,AW00016283,Clayton Raji,Male,Paris,7
16284,120,AW00016284,Troy Perez,Male,Hof,8
16285,205,AW00016285,Mindy Xie,Female,Lieusaint,7
16286,195,AW00016286,Billy Torres,Male,Paris,7
16287,249,AW00016287,Laura Xu,Female,London,10
16288,219,AW00016288,Edwin Shen,Male,Suresnes,7
16289,179,AW00016289,Julie Pal,Female,Saint Ouen,7
16290,146,AW00016290,Russell Nath,Male,Frankfurt am Main,8
16291,204,AW00016291,Lindsey Lal,Female,Paris,7
16292,149,AW00016292,Carly Lal,Female,Mühlheim,8
16293,238,AW00016293,Sean Adams,Male,Gateshead,10
16294,253,AW00016294,Steve Hu,Male,London,10
16295,184,AW00016295,Roger Xu,Male,Metz,7
16296,190,AW00016296,Sydney White,Female,Villeneuve-d'Ascq,7
16297,131,AW00016297,Deanna Garcia,Female,Frankfurt,8
16298,147,AW00016298,Adrienne Sanz,Female,Hamburg,8
16299,161,AW00016299,Alison Tang,Female,Solingen,8
16300,269,AW00016300,Orlando Martin,Male,Stoke-on-Trent,10
16301,191,AW00016301,Omar Cai,Male,Boulogne-sur-Mer,7
16302,185,AW00016302,Rosa Zeng,Female,Croix,7
16303,127,AW00016303,Tracy Yuan,Female,Darmstadt,8
16304,127,AW00016304,Justin Moore,Male,Darmstadt,8
16305,121,AW00016305,Stanley Gonzalez,Male,Ingolstadt,8
16306,270,AW00016306,Kristine Romero,Female,W. York,10
16307,135,AW00016307,Kelli Sun,Female,Salzgitter,8
16308,268,AW00016308,Sheena Chander,Female,Liverpool,10
16309,128,AW00016309,Desiree Ortega,Female,Dresden,8
16310,186,AW00016310,Diana Rubio,Female,Dunkerque,7
16311,250,AW00016311,Carl Beck,Male,London,10
16312,217,AW00016312,Bethany Beck,Female,Paris La Defense,7
16313,160,AW00016313,Hailey Russell,Female,Paderborn,8
16314,269,AW00016314,Gabriel Ross,Male,Stoke-on-Trent,10
16315,196,AW00016315,Garrett Richardson,Male,Paris,7
16316,164,AW00016316,Kelli Hu,Female,Berlin,8
16317,263,AW00016317,Joel Raman,Male,Oxford,10
16318,272,AW00016318,Kellie Moreno,Female,Warrington,10
16319,220,AW00016319,Joy Ortega,Female,Bobigny,7
16320,186,AW00016320,Rachel Simmons,Female,Dunkerque,7
16321,231,AW00016321,Ruth Malhotra,Female,Billericay,10
16322,217,AW00016322,Gloria Dominguez,Female,Paris La Defense,7
16323,209,AW00016323,Dustin Raje,Male,Versailles,7
16324,231,AW00016324,Juan Romero,Male,Billericay,10
16325,267,AW00016325,Emma Williams,Female,Runcorn,10
16326,142,AW00016326,Jésus Romero,Male,Bonn,8
16327,135,AW00016327,Darren Diaz,Male,Salzgitter,8
16328,274,AW00016328,Maurice Rai,Male,West Sussex,10
16329,247,AW00016329,Jamie Ye,Female,London,10
16330,207,AW00016330,Luke Simmons,Male,Chatou,7
16331,56,AW00016331,Erin Richardson,Female,Newton,6
16332,8,AW00016332,Joan Vazquez,Female,Matraville,9
16333,616,AW00016333,Caleb Hill,Male,Everett,1
16334,546,AW00016334,Natalie Bailey,Female,Oregon City,1
16335,298,AW00016335,Kristen Lu,Female,Bellflower,4
16336,315,AW00016336,Jonathan Wright,Male,Downey,4
16337,316,AW00016337,Jose White,Male,El Cajon,4
16338,23,AW00016338,Barbara Zhang,Female,Gold Coast,9
16339,27,AW00016339,Seth Davis,Male,Townsville,9
16340,329,AW00016340,Sean Mitchell,Male,Imperial Beach,4
16341,25,AW00016341,Lacey Raji,Female,Hervey Bay,9
16342,33,AW00016342,Gregory Jai,Male,Cranbourne,9
16343,17,AW00016343,Joel Malhotra,Male,St. Leonards,9
16344,368,AW00016344,Xavier King,Male,Santa Cruz,4
16345,19,AW00016345,Francis Ramos,Male,Wollongong,9
16346,9,AW00016346,Marc Navarro,Male,Milsons Point,9
16347,14,AW00016347,Raul Sharma,Male,Rhodes,9
16348,4,AW00016348,Roy Raman,Male,Goulburn,9
16349,32,AW00016349,Levi Sai,Male,Bendigo,9
16350,18,AW00016350,Fernando Thompson,Male,Sydney,9
16351,26,AW00016351,Martha Xu,Female,Rockhampton,9
16352,4,AW00016352,Tiffany Gao,Female,Goulburn,9
16353,611,AW00016353,Alejandro Xu,Male,Bremerton,1
16354,627,AW00016354,Janet Torres,Female,Marysville,1
16355,307,AW00016355,Sam Foster,Female,Chula Vista,4
16356,352,AW00016356,Sophia Baker,Female,Palo Alto,4
16357,336,AW00016357,Margaret Russell,Female,Lincoln Acres,4
16358,69,AW00016358,Samuel Jai,Male,Victoria,6
16359,553,AW00016359,Shelby Richardson,Female,Woodburn,1
16360,648,AW00016360,Justin Garcia,Male,Yakima,1
16361,372,AW00016361,Wyatt White,Male,Spring Valley,4
16362,348,AW00016362,Joshua Smith,Male,Oakland,4
16363,52,AW00016363,Melanie Ramirez,Female,Langley,6
16364,307,AW00016364,Shawna Yuan,Female,Chula Vista,4
16365,59,AW00016365,Jenna Young,Female,Oak Bay,6
16366,49,AW00016366,Isabelle Henderson,Female,Cliffside,6
16367,536,AW00016367,Emily Williams,Female,Beaverton,1
16368,635,AW00016368,Lauren Williams,Female,Renton,1
16369,616,AW00016369,Isabel Powell,Female,Everett,1
16370,49,AW00016370,Molly Gonzalez,Female,Cliffside,6
16371,311,AW00016371,Caleb Diaz,Male,Concord,4
16372,336,AW00016372,Vanessa Foster,Female,Lincoln Acres,4
16373,623,AW00016373,Sara Cook,Female,Kirkland,1
16374,553,AW00016374,Edward Phillips,Male,Woodburn,1
16375,372,AW00016375,Gabriella Hernandez,Female,Spring Valley,4
16376,609,AW00016376,Maria Wright,Female,Bellingham,1
16377,338,AW00016377,Jordan Adams,Female,Los Angeles,4
16378,553,AW00016378,Hailey Baker,Female,Woodburn,1
16379,310,AW00016379,Marc Jimenez,Male,Colma,4
16380,64,AW00016380,Mariah Torres,Female,Shawnee,6
16381,612,AW00016381,Kayla Davis,Female,Burien,1
16382,642,AW00016382,Jennifer Davis,Female,Tacoma,1
16383,355,AW00016383,Brian Kelly,Male,Redwood City,4
16384,345,AW00016384,Jada Reed,Female,Newport Beach,4
16385,368,AW00016385,James Perez,Male,Santa Cruz,4
16386,279,AW00016386,Philip Moyer,Male,York,10
16387,229,AW00016387,Douglas Vance,Male,Berks,10
16388,196,AW00016388,Jay Torres,Male,Paris,7
16389,164,AW00016389,Arturo Shen,Male,Berlin,8
16390,172,AW00016390,Mario Nath,Male,Offenbach,8
16391,213,AW00016391,Sergio Suri,Male,Verrieres Le Buisson,7
16392,180,AW00016392,Kari Raman,Female,Colomiers,7
16393,224,AW00016393,Xavier Edwards,Male,Tremblay-en-France,7
16394,187,AW00016394,Bryan Bell,Male,Lille,7
16395,192,AW00016395,Tara Pal,Female,Paris,7
16396,149,AW00016396,Keith Rai,Male,Mühlheim,8
16397,153,AW00016397,Andy Navarro,Male,Berlin,8
16398,189,AW00016398,Emmanuel Rana,Male,Roubaix,7
16399,131,AW00016399,Arturo Xu,Male,Frankfurt,8
16400,222,AW00016400,Theodore Ramos,Male,Pantin,7
16401,250,AW00016401,Margaret Gao,Female,London,10
16402,262,AW00016402,Alexander Martin,Male,Oxford,10
16403,217,AW00016403,Byron Suarez,Male,Paris La Defense,7
16404,198,AW00016404,Raul Nara,Male,Paris,7
16405,229,AW00016405,Adriana Sai,Female,Berks,10
16406,262,AW00016406,Dakota Henderson,Male,Oxford,10
16407,260,AW00016407,Colleen Zhao,Female,Milton Keynes,10
16408,201,AW00016408,Arthur Madan,Male,Paris,7
16409,164,AW00016409,Ebony Moreno,Female,Berlin,8
16410,272,AW00016410,Joy Navarro,Female,Warrington,10
16411,172,AW00016411,Stanley Sanchez,Male,Offenbach,8
16412,185,AW00016412,Leah Liang,Female,Croix,7
16413,155,AW00016413,Julia Gonzalez,Female,Bottrop,8
16414,127,AW00016414,Kelly Flores,Female,Darmstadt,8
16415,224,AW00016415,Andre Patel,Male,Tremblay-en-France,7
16416,190,AW00016416,Brian Rivera,Male,Villeneuve-d'Ascq,7
16417,234,AW00016417,Noah Bryant,Male,Bury,10
16418,202,AW00016418,Katrina Rai,Female,Paris,7
16419,118,AW00016419,Lacey Simpson,Female,Frankfurt,8
16420,266,AW00016420,Eddie Alonso,Male,Reading,10
16421,219,AW00016421,Natasha Diaz,Female,Suresnes,7
16422,174,AW00016422,Kurt Xu,Male,Saarbrücken,8
16423,211,AW00016423,Sergio Madan,Male,Les Ulis,7
16424,200,AW00016424,Brandi Diaz,Female,Paris,7
16425,206,AW00016425,Lisa Lu,Female,Roissy en Brie,7
16426,210,AW00016426,Jorge Ye,Male,Saint Ouen,7
16427,273,AW00016427,Kendra Alonso,Female,Watford,10
16428,234,AW00016428,Ryan Ross,Male,Bury,10
16429,175,AW00016429,Jaclyn Luo,Female,Saarlouis,8
16430,196,AW00016430,Franklin Rai,Male,Paris,7
16431,199,AW00016431,Jermaine Rodriguez,Male,Paris,7
16432,207,AW00016432,John Garcia,Male,Chatou,7
16433,202,AW00016433,Mathew Dominguez,Male,Paris,7
16434,171,AW00016434,Taylor Bailey,Female,Neunkirchen,8
16435,261,AW00016435,Steven Cooper,Male,Newcastle upon Tyne,10
16436,189,AW00016436,Ethan Henderson,Male,Roubaix,7
16437,244,AW00016437,Jésus Gutierrez,Male,London,10
16438,193,AW00016438,Kaitlin Arthur,Female,Paris,7
16439,193,AW00016439,Dawn Deng,Female,Paris,7
16440,202,AW00016440,Jimmy Martin,Male,Paris,7
16441,127,AW00016441,Jason Young,Male,Darmstadt,8
16442,131,AW00016442,Luke Gonzalez,Male,Frankfurt,8
16443,239,AW00016443,Dawn Gao,Female,Gloucestershire,10
16444,267,AW00016444,Erika Carlson,Female,Runcorn,10
16445,234,AW00016445,Caitlin Ward,Female,Bury,10
16446,266,AW00016446,Kristine Munoz,Female,Reading,10
16447,267,AW00016447,Kate Becker,Female,Runcorn,10
16448,168,AW00016448,Cheryl Martin,Female,Kiel,8
16449,233,AW00016449,Casey Browning,Male,Bracknell,10
16450,187,AW00016450,Rebekah Gutierrez,Female,Lille,7
16451,149,AW00016451,Karl Stone,Male,Mühlheim,8
16452,232,AW00016452,Cassie Luo,Female,Birmingham,10
16453,271,AW00016453,Mayra Chandra,Female,Warrington,10
16454,274,AW00016454,Marco Suri,Male,West Sussex,10
16455,208,AW00016455,Deb Moreno,Female,Saint Germain en Laye,7
16456,147,AW00016456,Larry Navarro,Male,Hamburg,8
16457,156,AW00016457,Kathleen Martin,Female,Braunschweig,8
16458,132,AW00016458,Michele Ruiz,Female,Hamburg,8
16459,236,AW00016459,Carolyn Kapoor,Female,Cheltenham,10
16460,277,AW00016460,Jodi Xu,Female,York,10
16461,279,AW00016461,Rosa Wu,Female,York,10
16462,147,AW00016462,Marissa Gonzales,Female,Hamburg,8
16463,155,AW00016463,Anna Murphy,Female,Bottrop,8
16464,260,AW00016464,Alan Liu,Male,Milton Keynes,10
16465,231,AW00016465,Kara Goel,Female,Billericay,10
16466,127,AW00016466,Alisha Kumar,Female,Darmstadt,8
16467,242,AW00016467,Ronald Srini,Male,Lancaster,10
16468,198,AW00016468,Orlando Dominguez,Male,Paris,7
16469,188,AW00016469,Michele Tang,Female,Roncq,7
16470,269,AW00016470,Wesley Guo,Male,Stoke-on-Trent,10
16471,207,AW00016471,Vanessa Hayes,Female,Chatou,7
16472,196,AW00016472,Olivia Robinson,Female,Paris,7
16473,138,AW00016473,Dawn Andersen,Female,Berlin,8
16474,133,AW00016474,Jay Serrano,Male,Kassel,8
16475,144,AW00016475,Kurt Anand,Male,Essen,8
16476,200,AW00016476,Shawn Xie,Male,Paris,7
16477,611,AW00016477,Anna Gonzales,Female,Bremerton,1
16478,348,AW00016478,Adrian Gray,Male,Oakland,4
16479,65,AW00016479,Victoria Brooks,Female,Shawnee,6
16480,23,AW00016480,Alan Zhou,Male,Gold Coast,9
16481,35,AW00016481,Madison Bryant,Female,Melbourne,9
16482,32,AW00016482,Tabitha Arthur,Female,Bendigo,9
16483,35,AW00016483,Warren Jai,Male,Melbourne,9
16484,16,AW00016484,Dustin Lal,Male,Springwood,9
16485,301,AW00016485,Ian Foster,Male,Burbank,4
16486,12,AW00016486,Rachael Madan,Female,North Sydney,9
16487,36,AW00016487,Brianna Griffin,Female,Melton,9
16488,31,AW00016488,Joel Rodriguez,Male,Hobart,9
16489,5,AW00016489,Frederick Garcia,Male,Lane Cove,9
16490,361,AW00016490,Megan Robinson,Female,San Gabriel,4
16491,51,AW00016491,Christian Garcia,Male,Langford,6
16492,19,AW00016492,Theodore Sanz,Male,Wollongong,9
16493,37,AW00016493,Brenda Fernandez,Female,Seaford,9
16494,40,AW00016494,Jordyn Simmons,Female,Warrnambool,9
16495,40,AW00016495,Monique Ramos,Female,Warrnambool,9
16496,3,AW00016496,Dawn Tang,Female,Darlinghurst,9
16497,66,AW00016497,Julia Peterson,Female,Sooke,6
16498,618,AW00016498,Hunter Jones,Male,Issaquah,1
16499,626,AW00016499,Danielle Kelly,Female,Lynnwood,1
16500,635,AW00016500,Chloe Perry,Female,Renton,1
16501,637,AW00016501,Vanessa Wood,Female,Seattle,1
16502,553,AW00016502,Jackson Parker,Male,Woodburn,1
16503,339,AW00016503,Christian Anderson,Male,Mill Valley,4
16504,359,AW00016504,Justin Russell,Male,San Diego,4
16505,322,AW00016505,Erin Gray,Female,Fremont,4
16506,53,AW00016506,Catherine Murphy,Female,Metchosin,6
16507,183,AW00016507,Tracy Nath,Female,Orleans,7
16508,222,AW00016508,Brent Zhu,Male,Pantin,7
16509,246,AW00016509,Veronica Sai,Female,London,10
16510,203,AW00016510,Brad Nara,Male,Paris,7
16511,235,AW00016511,Joe Raman,Male,Cambridge,10
16512,279,AW00016512,Ricardo Sharma,Male,York,10
16513,205,AW00016513,Ronnie Wagner,Male,Lieusaint,7
16514,7,AW00016514,Manuel Fernandez,Male,Malabar,9
16515,31,AW00016515,Troy Sai,Male,Hobart,9
16516,27,AW00016516,Melvin She,Male,Townsville,9
16517,19,AW00016517,Katrina Raji,Female,Wollongong,9
16518,33,AW00016518,Krystal Holt,Female,Cranbourne,9
16519,25,AW00016519,Yolanda Chander,Female,Hervey Bay,9
16520,32,AW00016520,Misty Raji,Female,Bendigo,9
16521,24,AW00016521,Tonya She,Female,Hawthorne,9
16522,21,AW00016522,Casey Pal,Female,Caloundra,9
16523,25,AW00016523,Sandra Huang,Female,Hervey Bay,9
16524,24,AW00016524,Damien Huang,Male,Hawthorne,9
16525,4,AW00016525,Martha Liang,Female,Goulburn,9
16526,39,AW00016526,Arthur Perez,Male,Sunbury,9
16527,9,AW00016527,Cory Arun,Male,Milsons Point,9
16528,36,AW00016528,Dominique Garcia,Female,Melton,9
16529,4,AW00016529,Jonathon Gutierrez,Male,Goulburn,9
16530,249,AW00016530,Priscilla Chander,Female,London,10
16531,251,AW00016531,Lacey Gao,Female,London,10
16532,226,AW00016532,Tommy Sharma,Male,Cergy,7
16533,221,AW00016533,Kristen Cai,Female,Drancy,7
16534,134,AW00016534,Claudia Holt,Female,München,8
16535,201,AW00016535,Colin Chen,Male,Paris,7
16536,223,AW00016536,Meghan Jimenez,Female,Saint-Denis,7
16537,174,AW00016537,Arthur Dominguez,Male,Saarbrücken,8
16538,146,AW00016538,Stacey Liang,Female,Frankfurt am Main,8
16539,120,AW00016539,Christy Li,Female,Hof,8
16540,135,AW00016540,Theodore Browning,Male,Salzgitter,8
16541,231,AW00016541,Micah Hu,Male,Billericay,10
16542,239,AW00016542,Jésus Ortega,Male,Gloucestershire,10
16543,257,AW00016543,Jenny McDonald,Female,London,10
16544,208,AW00016544,Eduardo Morgan,Male,Saint Germain en Laye,7
16545,201,AW00016545,Alicia Pal,Female,Paris,7
16546,246,AW00016546,Terrance Jordan,Male,London,10
16547,217,AW00016547,Jake Yang,Male,Paris La Defense,7
16548,188,AW00016548,Darren Rubio,Male,Roncq,7
16549,123,AW00016549,Linda Moreno,Female,Berlin,8
16550,274,AW00016550,Frederick Madan,Male,West Sussex,10
16551,189,AW00016551,Christy Shan,Female,Roubaix,7
16552,158,AW00016552,Joe Sanchez,Male,Leipzig,8
16553,237,AW00016553,Gabriella Roberts,Female,Esher-Molesey,10
16554,272,AW00016554,Casey Chander,Female,Warrington,10
16555,211,AW00016555,Mathew Vazquez,Male,Les Ulis,7
16556,162,AW00016556,Angelica Butler,Female,Werne,8
16557,197,AW00016557,Derek Chander,Male,Paris,7
16558,177,AW00016558,Preston Sara,Male,Stuttgart,8
16559,226,AW00016559,Candace Martinez,Female,Cergy,7
16560,223,AW00016560,Kelvin Sun,Male,Saint-Denis,7
16561,243,AW00016561,Kurt Yuan,Male,Leeds,10
16562,262,AW00016562,Colleen Zhang,Female,Oxford,10
16563,261,AW00016563,Mackenzie Baker,Female,Newcastle upon Tyne,10
16564,233,AW00016564,Susan Wu,Female,Bracknell,10
16565,127,AW00016565,Corey Anand,Male,Darmstadt,8
16566,206,AW00016566,Ashlee Shen,Female,Roissy en Brie,7
16567,175,AW00016567,Erick Lopez,Male,Saarlouis,8
16568,133,AW00016568,Caroline Coleman,Female,Kassel,8
16569,215,AW00016569,Colleen Li,Female,Colombes,7
16570,209,AW00016570,Julie She,Female,Versailles,7
16571,261,AW00016571,Audrey Torres,Female,Newcastle upon Tyne,10
16572,138,AW00016572,Jon Xu,Male,Berlin,8
16573,244,AW00016573,Ruben Dominguez,Male,London,10
16574,233,AW00016574,Joe Gomez,Male,Bracknell,10
16575,259,AW00016575,Veronica Vance,Female,Milton Keynes,10
16576,184,AW00016576,Corey Beck,Male,Metz,7
16577,217,AW00016577,Leah Chen,Female,Paris La Defense,7
16578,127,AW00016578,Stefanie Weber,Female,Darmstadt,8
16579,236,AW00016579,Zachary Davis,Male,Cheltenham,10
16580,184,AW00016580,Dawn Chen,Female,Metz,7
16581,222,AW00016581,Kenneth Becker,Male,Pantin,7
16582,163,AW00016582,Frank Torres,Male,Berlin,8
16583,131,AW00016583,Justin Martinez,Male,Frankfurt,8
16584,273,AW00016584,Devin Gray,Male,Watford,10
16585,274,AW00016585,Vincent Sun,Male,West Sussex,10
16586,209,AW00016586,Leonard Chander,Male,Versailles,7
16587,161,AW00016587,Zachary Martinez,Male,Solingen,8
16588,252,AW00016588,Andre Martinez,Male,London,10
16589,258,AW00016589,Martin Suri,Male,Maidenhead,10
16590,263,AW00016590,Shawn Deng,Male,Oxford,10
16591,266,AW00016591,Clarence He,Male,Reading,10
16592,208,AW00016592,Jacquelyn Gomez,Female,Saint Germain en Laye,7
16593,232,AW00016593,Suzanne He,Female,Birmingham,10
16594,265,AW00016594,Andrew Jones,Male,Peterborough,10
16595,267,AW00016595,Cameron Anderson,Male,Runcorn,10
16596,208,AW00016596,Gabrielle Carter,Female,Saint Germain en Laye,7
16597,135,AW00016597,Kelli Xu,Female,Salzgitter,8
16598,234,AW00016598,Kate Rai,Female,Bury,10
16599,257,AW00016599,Ramón Cai,Male,London,10
16600,218,AW00016600,Janet Suarez,Female,Sèvres,7
16601,262,AW00016601,Tabitha Rana,Female,Oxford,10
16602,267,AW00016602,Jill Travers,Female,Runcorn,10
16603,150,AW00016603,Scott Seely,Female,München,8
16604,178,AW00016604,Roy Serrano,Male,Sulzbach Taunus,8
16605,13,AW00016605,Toni Randall,Female,Port Macquarie,9
16606,8,AW00016606,Ricky Blanco,Male,Matraville,9
16607,20,AW00016607,Logan Gonzales,Male,Brisbane,9
16608,20,AW00016608,Ricky Martin,Male,Brisbane,9
16609,31,AW00016609,Gary Jimenez,Male,Hobart,9
16610,2,AW00016610,Sydney Clark,Female,Coffs Harbour,9
16611,13,AW00016611,Dylan Rodriguez,Male,Port Macquarie,9
16612,8,AW00016612,Ebony Ashe,Female,Matraville,9
16613,21,AW00016613,Cassie Sutton,Female,Caloundra,9
16614,16,AW00016614,Alison Shen,Female,Springwood,9
16615,30,AW00016615,Kaitlin Patel,Female,Perth,9
16616,30,AW00016616,Kelvin Liang,Male,Perth,9
16617,40,AW00016617,Alvin Xie,Male,Warrnambool,9
16618,29,AW00016618,Cassandra Subram,Female,Findon,9
16619,11,AW00016619,Whitney Perez,Female,North Ryde,9
16620,18,AW00016620,Cameron Thompson,Male,Sydney,9
16621,32,AW00016621,Birgit Seidel,Female,Bendigo,9
16622,10,AW00016622,Byron Navarro,Male,Newcastle,9
16623,13,AW00016623,Andres Lal,Male,Port Macquarie,9
16624,30,AW00016624,Albert Alvarez,Male,Perth,9
16625,25,AW00016625,Grant Deng,Male,Hervey Bay,9
16626,27,AW00016626,Nathaniel Morgan,Male,Townsville,9
16627,29,AW00016627,Claudia Chen,Female,Findon,9
16628,5,AW00016628,Francisco Prasad,Male,Lane Cove,9
16629,8,AW00016629,Rosa Zheng,Female,Matraville,9
16630,39,AW00016630,Jaime Sutton,Male,Sunbury,9
16631,26,AW00016631,Haley Ward,Female,Rockhampton,9
16632,3,AW00016632,Ruben Romero,Male,Darlinghurst,9
16633,37,AW00016633,Kelli Becker,Female,Seaford,9
16634,32,AW00016634,Jenny Hu,Female,Bendigo,9
16635,2,AW00016635,Erick Suri,Male,Coffs Harbour,9
16636,38,AW00016636,Danny Gomez,Male,South Melbourne,9
16637,13,AW00016637,Evan King,Male,Port Macquarie,9
16638,16,AW00016638,Dennis Ye,Male,Springwood,9
16639,36,AW00016639,Renee Romero,Female,Melton,9
16640,3,AW00016640,Colin Lal,Male,Darlinghurst,9
16641,331,AW00016641,Julia Bailey,Female,La Jolla,4
16642,648,AW00016642,Mason Mitchell,Male,Yakima,1
16643,60,AW00016643,Fernando Wilson,Male,Port Hammond,6
16644,301,AW00016644,Leonard Goel,Male,Burbank,4
16645,307,AW00016645,Chelsea Subram,Female,Chula Vista,4
16646,59,AW00016646,Xavier Collins,Male,Oak Bay,6
16647,314,AW00016647,Anna Alexander,Female,Daly City,4
16648,325,AW00016648,Rachel Coleman,Female,Glendale,4
16649,53,AW00016649,Makayla Stewart,Female,Metchosin,6
16650,546,AW00016650,Kaitlyn Green,Female,Oregon City,1
16651,618,AW00016651,Abigail Martinez,Female,Issaquah,1
16652,331,AW00016652,Nicole Richardson,Female,La Jolla,4
16653,618,AW00016653,Isabella Phillips,Female,Issaquah,1
16654,49,AW00016654,Heather Zhang,Female,Cliffside,6
16655,334,AW00016655,Destiny Taylor,Female,Lakewood,4
16656,14,AW00016656,Ronnie Zhang,Male,Rhodes,9
16657,6,AW00016657,Alvin She,Male,Lavender Bay,9
16658,19,AW00016658,Ashlee Raje,Female,Wollongong,9
16659,4,AW00016659,Emily Jones,Female,Goulburn,9
16660,4,AW00016660,Lee Blanco,Male,Goulburn,9
16661,7,AW00016661,Shane Raman,Male,Malabar,9
16662,18,AW00016662,Stacey Gao,Female,Sydney,9
16663,34,AW00016663,Rosa Lu,Female,Geelong,9
16664,36,AW00016664,Sophia Nelson,Female,Melton,9
16665,9,AW00016665,Linda Suarez,Female,Milsons Point,9
16666,57,AW00016666,Taylor Torres,Female,Newton,6
16667,68,AW00016667,Allison Sanchez,Female,Vancouver,6
16668,432,AW00016668,Levi Malhotra,Male,Chicago,3
16669,623,AW00016669,Benjamin Martinez,Male,Kirkland,1
16670,641,AW00016670,Sarah White,Female,Spokane,1
16671,552,AW00016671,Megan Wood,Female,W. Linn,1
16672,644,AW00016672,Nicole Martinez,Female,Walla Walla,1
16673,300,AW00016673,Curtis Guo,Male,Beverly Hills,4
16674,33,AW00016674,Ricardo Yuan,Male,Cranbourne,9
16675,8,AW00016675,Kristi Arthur,Female,Matraville,9
16676,326,AW00016676,Amanda Perry,Female,Grossmont,4
16677,338,AW00016677,Jack Hughes,Male,Los Angeles,4
16678,52,AW00016678,Ian Ramirez,Male,Langley,6
16679,35,AW00016679,Amber Carter,Female,Melbourne,9
16680,2,AW00016680,Carlos Edwards,Male,Coffs Harbour,9
16681,32,AW00016681,Louis Chande,Male,Bendigo,9
16682,9,AW00016682,Kristy Ramos,Female,Milsons Point,9
16683,26,AW00016683,Christy Rai,Female,Rockhampton,9
16684,40,AW00016684,Joel Perez,Male,Warrnambool,9
16685,13,AW00016685,Robin Dominguez,Female,Port Macquarie,9
16686,7,AW00016686,Kristine Alonso,Female,Malabar,9
16687,7,AW00016687,Lawrence Romero,Male,Malabar,9
16688,29,AW00016688,Tabitha Gomez,Female,Findon,9
16689,2,AW00016689,Rafael Shen,Male,Coffs Harbour,9
16690,11,AW00016690,Aimee Wu,Female,North Ryde,9
16691,30,AW00016691,Paula Romero,Female,Perth,9
16692,2,AW00016692,Jay Diaz,Male,Coffs Harbour,9
16693,21,AW00016693,Ethan Coleman,Male,Caloundra,9
16694,17,AW00016694,Mandy Sun,Female,St. Leonards,9
16695,19,AW00016695,Dwayne Serrano,Male,Wollongong,9
16696,23,AW00016696,Claudia Zeng,Female,Gold Coast,9
16697,27,AW00016697,Wyatt Henderson,Male,Townsville,9
16698,22,AW00016698,Mallory Gill,Female,East Brisbane,9
16699,34,AW00016699,Dominic Kapoor,Male,Geelong,9
16700,31,AW00016700,Billy Gill,Male,Hobart,9
16701,11,AW00016701,Laura Zheng,Female,North Ryde,9
16702,33,AW00016702,Patricia Raman,Female,Cranbourne,9
16703,31,AW00016703,Denise Sanchez,Female,Hobart,9
16704,5,AW00016704,Karla Chavez,Female,Lane Cove,9
16705,2,AW00016705,Jacqueline Wood,Female,Coffs Harbour,9
16706,3,AW00016706,Jenny Shan,Female,Darlinghurst,9
16707,25,AW00016707,Derrick Serrano,Male,Hervey Bay,9
16708,6,AW00016708,Kellie Sanz,Female,Lavender Bay,9
16709,24,AW00016709,Roy Alvarez,Male,Hawthorne,9
16710,9,AW00016710,Carla Arthur,Female,Milsons Point,9
16711,12,AW00016711,Jorge Zhao,Male,North Sydney,9
16712,2,AW00016712,Suzanne Lu,Female,Coffs Harbour,9
16713,22,AW00016713,Tony Nara,Male,East Brisbane,9
16714,343,AW00016714,Dalton Nicholls,Male,National City,4
16715,339,AW00016715,Katelyn Ramirez,Female,Mill Valley,4
16716,633,AW00016716,Jose Henderson,Male,Puyallup,1
16717,51,AW00016717,Masaki Umeda,Female,Langford,6
16718,315,AW00016718,Gavin Stone,Male,Downey,4
16719,302,AW00016719,Trevor Russell,Male,Burlingame,4
16720,301,AW00016720,Morgan Perry,Female,Burbank,4
16721,52,AW00016721,Xavier Sanders,Male,Langley,6
16722,633,AW00016722,Sean Gray,Male,Puyallup,1
16723,302,AW00016723,Barbara Zhao,Female,Burlingame,4
16724,345,AW00016724,Gabriel Yang,Male,Newport Beach,4
16725,618,AW00016725,Jacob Williams,Male,Issaquah,1
16726,316,AW00016726,Miguel Wood,Male,El Cajon,4
16727,626,AW00016727,Charles Johnston,Male,Lynnwood,1
16728,545,AW00016728,Cole Morris,Male,Milwaukie,1
16729,31,AW00016729,Tommy Nara,Male,Hobart,9
16730,26,AW00016730,Mariah Long,Female,Rockhampton,9
